Kind,ICAO,FAA,IATA,City,Name,Latitude,Longitude,Max Runway,Airlines
Small,YGDN,,GDD,Gordon Downs,Gordon Downs Airport,-18.678(S),128.592(E),,
Small,YSMB,,,Gosford,Somersby Airstrip,-33.368(S),151.300(E),,
Small,YGKL,,GKL,Great Keppel Island,Great Keppel Is Airport,-23.183(S),150.942(E),,
Small,YGNF,,GFE,Grenfell,Grenfell Airport,-34.000(S),148.133(E),,
Medium,YGTH,,GFF,Griffith,GRIFFITH,-34.251(S),146.067(E),4931 ft,2
Medium,YGTE,,GTE,Groote Eylandt,GROOTE EYLANDT,-13.975(S),136.460(E),6237 ft,2
Medium,YBHM,,HTI,Hamilton Island,HAMILTON ISLAND,-20.358(S),148.952(E),5395 ft,6
Small,,,,Harrismith,Harrismith Airport,-32.942(S),117.865(E),,
Small,YHAW,,HWK,Hawker,Wilpena Pound Airport,-31.856(S),138.468(E),,
Small,,,HAT,Heathlands,[Duplicate] Heathlands Airport,-11.737(S),142.577(E),,
Small,,,HLV,Helenvale,Helenvale Airport,-15.686(S),145.215(E),,
Medium,YHBA,,HVB,Hervey Bay,HERVEY BAY,-25.319(S),152.880(E),6561 ft,5
Closed,YHHY,,HIG,Highbury,Highbury Airport,-16.424(S),143.146(E),,
Small,YHIL,,HLL,Hillside,Hillside Airport,-21.724(S),119.392(E),,
Medium,YMHB,,HBA,Hobart,HOBART,-42.836(S),147.510(E),7385 ft,8
Small,YHOV,,,Hodgeson River,Hodgeson River Airfield,-15.546(S),134.096(E),,
Small,YHPV,,HPE,Hope Vale,Hope Vale Airport,-15.292(S),145.103(E),,
Closed,,,,Hopetoun,Hopetoun Airfield,-33.909(S),120.147(E),,
Medium,YHID,,HID,Horn Island,HORN ISLAND,-10.586(S),142.290(E),4557 ft,5
Closed,,,,Hotham,Horse Hair Plain Aerodrome,-37.033(S),147.305(E),,
Small,YELN,,,http://www.elliston.sa.gov.au,Elliston Airport,-33.638(S),134.900(E),,
Small,,,,http://www.maitraya.com,Maitraya Resort Airstrip,-34.987(S),118.056(E),,
Small,,,,Indigenous Land Corporation,Cardabia Station Airstrip,-23.106(S),113.805(E),,
Small,YILW,,,Inglewood,Inglewood Airport,-28.419(S),151.095(E),,
Small,YINJ,,INJ,Injune,Injune Airport,-25.851(S),148.550(E),,
Small,YIMT,,,Innamincka Township,Innamincka Township Airport,-27.742(S),140.745(E),,
Medium,YIVL,,IVR,Inverell,INVERELL,-29.888(S),151.144(E),6936 ft,
Small,YINW,,IVW,Inverway,Inverway Airport,-17.841(S),129.643(E),,
Medium,YAMB,,,Ipswich,AMBERLEY,-27.641(S),152.712(E),9997 ft,
Small,YPSH,,PEA,Ironstone,Penneshaw Airport,-35.756(S),137.963(E),,
Small,YJST,,,Jamestown,Hubert Wilkins Airstrip,-33.192(S),138.616(E),,
Small,YJBY,,,Jervis Bay Territory,JERVIS BAY,-35.147(S),150.697(E),5000 ft,
Small,YKBR,,KAX,Kalbarri,KALBARRI,-27.690(S),114.262(E),5246 ft,1
Medium,YPKG,,KGI,Kalgoorlie,KALGOORLIE BOULDER,-30.789(S),121.462(E),6562 ft,6
Small,YKPR,,KPP,Kalpower,Kalpowar Airport,-14.890(S),144.220(E),,
Small,,,KDS,Kamaran Downs,Kamaran Downs Airport,-24.339(S),139.279(E),,
Small,YKBL,,KDB,Kambalda,Kambalda Airport,-31.191(S),121.598(E),,1
Small,YPDA,,PDN,Kangaroo Island,Parndana Airport,-35.807(S),137.264(E),,
Small,YKAP,,,Kapunda,Kapunda Airport,-34.250(S),138.917(E),,
Medium,YPKA,,KTA,Karratha,KARRATHA,-20.712(S),116.773(E),6070 ft,6
Medium,YPTN,,KTR,Katherine,TINDAL,-14.521(S),132.378(E),9003 ft,1
Closed,YXKE,,,Kempsey,Kempsey Hospital Helicopter Landing Site,-31.067(S),152.821(E),,
Small,,,,Kilcoy,Kilcoy Airfield,-26.971(S),152.570(E),,
Small,,,KBD,Kimberley Downs,Kimberley Downs Airport,-17.398(S),124.355(E),,
Small,YKCA,,KBJ,Kings Canyon Resort,Kings Canyon Airport,-24.260(S),131.490(E),,
Small,YKIR,,KBB,Kirkimbie,Kirkimbie Station Airport,-17.779(S),129.210(E),,
Closed,YKLA,,KOH,Koolatah,Koolatah Airport,-15.889(S),142.439(E),,
Small,YKLB,,KKP,Koolburra,Koolburra Airport,-15.319(S),143.955(E),,
Medium,YKOW,,KWM,Kowanyama,KOWANYAMA,-15.486(S),141.751(E),4528 ft,2
Small,,,,Kukerin WA,Kukerin,-33.175(S),118.085(E),,
Small,,,KGR,Kulgera,Kulgera Airport,-25.843(S),133.292(E),,
Small,,,,Kulin,Kulin Bush Races Strip,-32.664(S),118.311(E),,
Medium,YPKU,,KNX,Kununurra,KUNUNURRA,-15.778(S),128.708(E),6000 ft,2
Small,YKUR,,KRD,Kurundi Station,Kurundi Airport,-20.510(S),134.671(E),,
Small,YKTN,,,Kyneton,Kyneton Airport,-37.226(S),144.447(E),,
Small,,,LYT,Lady Elliot Island,Lady Elliot Island Airstrip,-24.113(S),152.716(E),,
Small,YHOO,,HOK,Lajamanu,Hooker Creek Airport,-18.337(S),130.638(E),,
Small,,,,Lake Clifton,Lake Clifton Airstrip,-32.791(S),115.671(E),,
Small,,,LGE,Lake Gregory,Mulan Airport,-20.109(S),127.619(E),,
Small,YLFD,,LFP,Lakefield,Lakefield Airport,-14.921(S),144.203(E),,
Small,YBIZ,,BZP,Lakefield National Park,Bizant Airport,-14.740(S),144.119(E),,
Small,YLND,,LKD,Lakeland Downs,Lakeland Airport,-15.833(S),144.850(E),,
Small,YLAK,,,Lakeside,Lakeside Airpark,-20.682(S),148.628(E),,
Closed,YLCI,,,Lancelin,Lancelin Airport,-31.017(S),115.333(E),,
Small,,,LDW,Lansdowne Station,Lansdowne Airport,-17.613(S),126.743(E),,
Closed,,,LTB,Latrobe,Latrobe Airport,-41.235(S),146.396(E),,
Medium,YMLT,,LST,Launceston,LAUNCESTON,-41.545(S),147.214(E),6499 ft,8
Closed,YLVT,,,Laverton,"RAAF Williams, Laverton Base",-37.864(S),144.746(E),,
Medium,YLEO,,LNO,Leonora,LEONORA,-28.878(S),121.315(E),6621 ft,2
Small,YLIM,,LIB,Limbunya,Limbunya Airport,-17.236(S),129.882(E),,
Small,YLIN,,LDC,Lindeman Island,Lindeman Island Airport,-20.454(S),149.040(E),,
Medium,YLIS,,LSY,Lismore,LISMORE,-28.830(S),153.260(E),5404 ft,1
Small,,,LLL,Lissadell Station,Lissadell Airport,-16.661(S),128.594(E),,
Small,YLOK,,LOC,Lock,Lock Airport,-33.544(S),135.693(E),,
Medium,YLHR,,IRG,Lockhart River,LOCKHART RIVER,-12.787(S),143.305(E),4919 ft,1
Medium,YLRE,,LRE,Longreach,LONGREACH,-23.434(S),144.280(E),6352 ft,3
Small,YLHI,,LDH,Lord Howe Island,Lord Howe Island Airport,-31.538(S),159.077(E),,3
Small,YLOV,,LTV,Lotus Vale,Lotus Vale Airport,-17.048(S),141.376(E),,
Small,YLOH,,,Louth,Louth Airport,-30.542(S),145.100(E),,
Small,YLHS,,LTP,Lyndhurst,Lyndhurst Airport,-19.196(S),144.371(E),,
Small,YMAA,,UBB,Mabuiag Island,Mabuiag Island Airport,-9.950(S),142.183(E),,1
Small,,,MNW,Macdonald Downs,[Duplicate] Macdonald Downs Airport,-22.444(S),135.199(E),,
Medium,YBMK,,MKY,Mackay,MACKAY,-21.172(S),149.180(E),6499 ft,7
Small,,,MIZ,Mainoru,Mainoru Airstrip,-14.053(S),134.094(E),,
Small,YMDI,,MQA,Mandora,Mandora Airport,-19.738(S),120.838(E),,
Small,YMVM,,,Mangrove Mountain,Mangrove Mountain Airport,-33.285(S),151.213(E),,
Medium,YMGD,,MNG,Maningrida,MANINGRIDA,-12.056(S),134.234(E),5020 ft,1
Medium,YBMC,,,Maroochydore,MAROOCHYDORE SUNSHINE COAST,-26.603(S),153.091(E),5896 ft,
Small,YMQA,,MQE,Marqua,Marqua Airport,-22.806(S),137.251(E),,
Small,YMHU,,MCV,McArthur River Mine,MCARTHUR RIVER MINE,-16.442(S),136.084(E),4931 ft,1
Medium,YMAV,,AVV,Melbourne,AVALON,-38.039(S),144.469(E),10000 ft,1
Large,YMML,,MEL,Melbourne,MELBOURNE INTL,-37.673(S),144.843(E),11998 ft,41
Medium,YMMB,,MBW,Melbourne,MELBOURNE MOORABBIN,-37.976(S),145.102(E),3812 ft,1
Closed,YPLE,,,Melbourne,Plenty Airport,-37.723(S),145.113(E),,
Small,YTYA,,,Melbourne,Tyabb Airport,-38.267(S),145.175(E),,
Small,YMEL,,,Melton,Melton Airport,-37.617(S),144.567(E),,
Medium,YMER,,MIM,Merimbula,MERIMBULA,-36.909(S),149.901(E),5256 ft,2
Small,YMEU,,MLV,Merluna,Merluna Airport,-13.065(S),142.454(E),,
Small,YMEO,,,Merton,Merton Airport,-36.968(S),145.708(E),,
Small,,,,Middlebrook Station,Middlebrook Station Scone Airstrip,-31.971(S),150.811(E),,
Small,YCDL,,,Middlesex,Cradle Mountain Airport,-41.581(S),145.938(E),,
Medium,YMIA,,MQL,Mildura,MILDURA,-34.229(S),142.086(E),6004 ft,4
Small,YMGB,,MGT,Milingimbi Island,MILINGIMBI,-12.094(S),134.894(E),4626 ft,1
Small,,,MWY,Miranda Downs,Miranda Downs Airport,-17.329(S),141.886(E),,
Small,YMIP,,MIH,Mitchell Plateau,Mitchell Plateau Airport,-14.791(S),125.824(E),,
Small,YKUB,,KUG,Moa Island,KUBIN,-10.225(S),142.218(E),3147 ft,1
Small,YMWT,,MWT,Moolawatana Station,Moolawatana Airport,-29.907(S),139.765(E),,
Medium,YMRB,,MOV,Moranbah,MORANBAH,-22.058(S),148.077(E),5000 ft,3
Medium,YMOR,,MRZ,Moree,MOREE,-29.499(S),149.845(E),5292 ft,2
Small,YMOT,,MET,Moreton,Moreton Airport,-12.444(S),142.638(E),,
Small,,,,Morphett Vale,Huntfield Airfield,-35.173(S),138.494(E),,
Medium,YMRY,,MYA,Moruya,MORUYA,-35.898(S),150.144(E),4997 ft,1
Medium,YLTV,,TGN,Morwell,LATROBE VALLEY,-38.207(S),146.470(E),4692 ft,
Small,YMOM,,,Moulamein,Moulamein Airport,-35.058(S),144.021(E),,
Small,YMBT,,,Mount Beauty,Mount Beauty Airport,-36.732(S),147.169(E),,
Small,YGON,,GPD,Mount Gordon Mine,Mount Gordon Airport,-19.773(S),139.404(E),,
Small,YMGN,,GSN,Mount Gunson,Mount Gunson Airport,-31.460(S),137.174(E),,
Medium,YHOT,,MHU,Mount Hotham,MOUNT HOTHAM,-37.047(S),147.334(E),4762 ft,1
Medium,YBMA,,ISA,Mount Isa,MOUNT ISA,-20.664(S),139.489(E),8399 ft,8
Small,YMUC,,MUQ,Muccan Station,Muccan Station Airport,-20.659(S),120.067(E),,
Medium,YMDG,,DGE,Mudgee,MUDGEE,-32.562(S),149.611(E),5705 ft,1
Small,YHEW,,,Mulara,Hedlow Airport,-23.223(S),150.605(E),,
Small,,,MUP,Mulga Park,[Duplicate] Mulga Park Airport,-25.860(S),131.650(E),,
Small,YMUK,,MVK,Mulka,Mulka Airport,-28.348(S),138.650(E),,
Small,YMBX,,,Mundrabilla,Mundrabilla Airport,-31.867(S),127.854(E),,
Small,YMUG,,MNE,Mungeranie,Mungeranie Airport,-28.009(S),138.657(E),,
Small,YLMU,,,Mungo,Mungo Lodge Airport,-33.746(S),143.001(E),,
Small,,,,Murganella,Murgenella Airstrip,-11.549(S),132.914(E),,
Small,YMUI,,MYI,Murray Island,Murray Island Airport,-9.917(S),144.055(E),,1
Small,YMGV,,MVU,Musgrave,Musgrave Airport,-14.776(S),143.505(E),,
Small,,,MYO,Myroodah,Camballin Airport,-18.125(S),124.272(E),,
Closed,,,,Nain,Hutt River Airstrip,-28.071(S),114.477(E),,
Small,YNHS,,NBH,Nambucca Heads,Nambucca Heads Airport,-30.650(S),153.000(E),,
Small,YNUD,,,Nammuldi Mine,Nammuldi Mine Airstrip,-22.392(S),117.376(E),,
Small,YNPB,,NPP,Napperby,Napperby Airport,-22.531(S),132.763(E),,
Medium,YNBR,,NAA,Narrabri,NARRABRI,-30.319(S),149.827(E),5000 ft,1
Medium,YNAR,,NRA,Narrandera,NARRANDERA,-34.702(S),146.512(E),5302 ft,1
Small,YNRG,,NRG,Narrogin,Narrogin Airport,-32.930(S),117.080(E),,
Small,YDIX,,DXD,New Dixie,Dixie Airport,-15.117(S),143.316(E),,
Small,,,,New Norcia,New Norcia airstrip,-30.967(S),116.215(E),,
Medium,YNWN,,ZNE,Newman,NEWMAN,-23.418(S),119.803(E),6798 ft,4
Small,,,NRY,Newry,Newry Airport,-16.044(S),129.264(E),,
Medium,YPGV,,GOV,Nhulunbuy,GOVE,-12.269(S),136.818(E),7244 ft,2
Small,YGLP,,,Nicholson,Gallipolli Airport,-19.142(S),137.874(E),,
Small,,,NKB,Noonkanbah,[Duplicate] Noonkanbah Airport,-18.495(S),124.852(E),,
Medium,YNTN,,NTN,Normanton,NORMANTON,-17.684(S),141.070(E),5499 ft,1
Small,YNUT,,UTD,Nutwood Downs,Nutwood Downs Airport,-15.807(S),134.146(E),,
Small,YOLD,,OLP,Olympic Dam,OLYMPIC DAM,-30.485(S),136.877(E),5220 ft,1
Medium,YORG,,OAG,Orange,ORANGE,-33.382(S),149.133(E),5499 ft,2
Small,YORV,,ODR,Ord River,Ord River Airport,-17.341(S),128.912(E),,
Small,,,OXO,Orientos,Orientos Airport,-28.060(S),141.536(E),,
Small,YPMH,,PXH,OZ Minerals Prominent Hill Mine,Prominent Hill Airport,-29.716(S),135.524(E),,2
Closed,YPAK,,,Pakenham,Pakenham Airport,-38.099(S),145.488(E),,
Medium,YPBO,,PBO,Paraburdoo,PARABURDOO,-23.171(S),117.745(E),6995 ft,5
Small,YPDO,,PRD,Pardoo,Pardoo Airport,-20.118(S),119.590(E),,
Medium,YPKS,,PKE,Parkes,PARKES,-33.131(S),148.239(E),5525 ft,1
Small,YPTJ,,,Patjarr,Patjarr Airport,-24.619(S),126.327(E),,
Small,YPNG,,PEY,Penong,Penong Airport,-31.917(S),133.000(E),,
Small,,,PEP,Peppimenarti,Peppimenarti Airport,-14.144(S),130.091(E),,
Small,,,,Perth,Langley Park Airstrip,-31.961(S),115.868(E),,
Medium,YPJT,,JAD,Perth,PERTH JANDAKOT,-32.097(S),115.881(E),4179 ft,
Large,YPPH,,PER,Perth,PERTH INTL,-31.940(S),115.967(E),11299 ft,32
Small,YTMO,,PHQ,Phosphate Hill,THE MONUMENT,-21.811(S),139.924(E),6233 ft,1
Small,,,,Pinjarra,Pinjarra Skydiving Airstrip,-32.667(S),115.882(E),,
Small,,,,Pinjarra,Pinjarra North Airstrip,-32.580(S),115.885(E),,
Medium,YMPC,,,Point Cook,POINT COOK,-37.932(S),144.753(E),4508 ft,
Small,YPMP,,EDR,Pormpuraaw,PORMPURAAW,-14.897(S),141.609(E),4462 ft,2
Medium,YPPD,,PHE,Port Hedland,PORT HEDLAND INTL,-20.378(S),118.626(E),8202 ft,7
Medium,YPLC,,PLO,Port Lincoln,PORT LINCOLN,-34.605(S),135.880(E),4918 ft,2
Medium,YPMQ,,PQQ,Port Macquarie,PORT MACQUARIE,-31.436(S),152.863(E),5203 ft,3
Small,YKYB,,,Private Airfield in the Shire of Campaspe,Kyabram Airport,-36.332(S),144.972(E),,
Medium,YBPN,,PPP,Proserpine,PROSERPINE WHITSUNDAY COAST,-20.495(S),148.552(E),6801 ft,3
Small,YRED,,,Redcliffe,Redcliffe Airport,-27.207(S),153.068(E),,1
Small,YING,,,Rewan,Ingelara Airport,-24.997(S),148.333(E),,
Medium,YSRI,,XRH,Richmond,RICHMOND,-33.601(S),150.781(E),7001 ft,
Small,YRID,,,Riddell,Riddell Airport,-37.480(S),144.718(E),,
Small,YRBE,,,Robe,Robe Airport,-37.175(S),139.805(E),,
Medium,YBRK,,ROK,Rockhampton,ROCKHAMPTON,-23.382(S),150.475(E),8622 ft,6
Small,,,RDA,Rockhampton Downs,Rockhampton Downs Airport,-18.953(S),135.201(E),,
Small,YROE,,RBU,Roebourne,Roebourne Airport,-20.762(S),117.157(E),,
Small,,,RKY,Rokeby,Rokeby Airport,-13.643(S),142.641(E),,
Medium,YROM,,RMA,Roma,ROMA,-26.545(S),148.775(E),4934 ft,4
Small,YRSY,,,Romsey,Romsey Airport,-37.392(S),144.738(E),,
Small,YRRB,,RPB,Roper Bar,Roper Bar Airport,-14.735(S),134.525(E),,
Small,,,RPV,Roper Valley,Roper Valley Airport,-14.921(S),134.050(E),,
Small,,,RLP,Rosella Plains,Rosella Plains Airport,-18.425(S),144.459(E),,
Small,YSII,,SBR,Saibai Island,Saibai Island Airport,-9.378(S),142.625(E),,1
Medium,YWSL,,SXE,Sale,WEST SALE,-38.092(S),146.965(E),5010 ft,
Small,,,SRM,Sandringham Station,Sandringham Airport,-24.057(S),139.082(E),,
Small,YSAN,,NDS,Sandstone,Sandstone Airport,-27.980(S),119.297(E),,
Small,,,SWB,Shaw River,Shaw River Airport,-21.510(S),119.362(E),,
Small,YSHG,,SGP,Shay Gap,Shay Gap Airport,-20.425(S),120.141(E),,
Small,,,,Sherlock,Sherlock Ultralight Airfield,-35.320(S),139.793(E),,
Small,YSIA,,,Siam,Siam Airport,-32.557(S),136.709(E),,
Small,YSVP,,SSP,Silver Plains,Silver Plains Airport,-13.975(S),143.554(E),,
Small,YSGT,,SIX,Singleton,Singleton Airport,-32.601(S),151.193(E),,
Small,YDOC,,,Singleton,Dochra Airfield,-32.650(S),151.208(E),,
Small,YSWK,,,South West Rocks,South West Rocks Airport,-30.925(S),153.028(E),,
Small,,,ZVG,Springvale,Springvale Airport,-17.787(S),127.670(E),,
Small,YDUN,,SRR,Stradbroke Island,Dunwich Airport,-27.517(S),153.428(E),,
Small,YSTC,,,Stuart Creek,Stuart Creek Airport,-29.717(S),137.063(E),,
Small,,,SSK,Sturt Creek,Sturt Creek Airport,-19.166(S),128.174(E),,
Small,YWBS,,SYU,Sue Islet,Warraber Island Airport,-10.208(S),142.825(E),,1
Small,YPEF,,,Sunbury,Penfield Airfield,-37.513(S),144.698(E),,
Medium,YSBK,,BWU,Sydney,SYDNEY BANKSTOWN,-33.924(S),150.988(E),4448 ft,1
Large,YSSY,,SYD,Sydney,SYDNEY INTL,-33.946(S),151.177(E),12999 ft,57
Medium,YSTW,,TMW,Tamworth,TAMWORTH,-31.084(S),150.847(E),7218 ft,4
Small,YTNB,,TXR,Tanbar Station,Tanbar Airport,-25.848(S),141.928(E),,
Small,YTAR,,TAQ,Tarcoola,Tarcoola Airport,-30.703(S),134.584(E),,
Medium,YTRE,,TRO,Taree,TAREE,-31.889(S),152.514(E),4934 ft,1
Medium,YTNK,,TCA,Tennant Creek,TENNANT CREEK,-19.634(S),134.183(E),6427 ft,2
Small,YTFD,,,Tenterfield,Tenterfield Airport,-28.992(S),151.930(E),,
Small,YTHD,,TDN,Theda Station,Theda Station Airport,-14.788(S),126.496(E),,
Small,YTHI,,,Thistle Island,Thistle Island Airport,-35.025(S),136.180(E),,
Small,YTLP,,,Tilpa,Tilpa Airport,-30.933(S),144.417(E),,
Small,YPCM,,,Tiwi College,Pickertaramoor Airstrip,-11.762(S),130.881(E),,
Small,YTMY,,TYP,Tobermorey,Tobermorey Airport,-22.256(S),137.953(E),,
Small,,,TPR,Tom Price,Tom Price Airport,-22.746(S),117.869(E),,
Small,YTQY,,,Torquay,Torquay Airport,-38.300(S),144.365(E),,
Small,,,TWP,Torwood,Torwood Airport,-17.363(S),143.750(E),,
Medium,YBTL,,TSV,Townsville,TOWNSVILLE,-19.253(S),146.765(E),7999 ft,15
Small,YTEE,,TQP,Trepell,TREPELL,-21.835(S),140.888(E),5903 ft,1
Small,YTFA,,,Truro Flat,Truro Flat Airpark,-34.398(S),139.385(E),,
Small,,,,Tumbarumba,Tumbarumba Airport,-35.763(S),147.887(E),,
Small,YTKY,,TKY,Turkey Creek,Turkey Creek Airport,-17.041(S),128.206(E),,
Small,YUCH,,,Ucharonidge Station,Ucharonidge Airport,-17.672(S),134.241(E),,
Small,YBWO,,,Upper Cornish Creek,Bowen Downs Airport,-22.464(S),144.998(E),,
Medium,YSWG,,WGA,Wagga Wagga,WAGGA WAGGA,-35.165(S),147.466(E),5801 ft,3
Small,YWAL,,WLA,Wallal,Wallal Airport,-19.774(S),120.649(E),,
Small,YWAX,,,Wanarn,Wanarn Airport,-25.298(S),127.556(E),,
Small,YWDV,,MFL,Wando Vale,Mount Full Stop Airport,-19.670(S),144.885(E),,
Small,YGLS,,,Warakurna,Giles Airport,-25.044(S),128.296(E),,
Small,YWKW,,,Warkworth,Warkworth Airport,-32.549(S),151.024(E),,
Small,YWVA,,,Warnervale,Warnervale Airport,-33.240(S),151.430(E),,
Closed,YWWG,,WRW,Warrawagine,Warrawagine Airport,-20.844(S),120.702(E),,
Small,YWRR,,,Warroora Homestead,Warroora Homestead Airport,-23.446(S),113.849(E),,
Small,,,,Warroora Station,Warroora Station Airstrip,-23.475(S),113.799(E),,
Small,YWAC,,,Wauchope,Wauchope Airport,-20.650(S),134.217(E),,
Small,,,WAN,Waverney,Waverney Airport,-25.356(S),141.925(E),,
Medium,YBWP,,WEI,Weipa,WEIPA,-12.679(S),141.925(E),5397 ft,2
Small,YBSG,,,Weipa,SCHERGER,-12.624(S),142.087(E),10003 ft,
Small,YBWW,,WTB,Wellcamp,Brisbane West Wellcamp Airport,-27.558(S),151.793(E),,4
Small,,,WHL,Welshpool,Welshpool Airport,-38.682(S),146.445(E),,
Medium,YWWL,,WWY,West Wyalong,WEST WYALONG,-33.937(S),147.191(E),5200 ft,
Medium,YWHA,,WYA,Whyalla,WHYALLA,-33.059(S),137.514(E),5531 ft,2
Closed,YWKH,,,Wickham,Wickham Airport,-20.676(S),117.125(E),,
Medium,YWLM,,NTL,Williamtown,WILLIAMTOWN,-32.795(S),151.834(E),7999 ft,6
Small,YWDL,,WON,Wondoola,Wondoola Airport,-18.575(S),140.892(E),,
Small,YWWI,,WWI,Woodie Woodie,Woodie Woodie Airport,-21.663(S),121.234(E),,
Small,YWKD,,,Woodycupaldiya,Woodycupaldiya Airfield,-13.867(S),129.988(E),,
Small,YPWR,,UMR,Woomera,WOOMERA,-31.144(S),136.817(E),7782 ft,
Small,YWKM,,,Wyalkatchem,Wyalkatchem Airport,-31.203(S),117.379(E),,
Small,YYTA,,KYI,Yalata Mission,Yalata Mission Airport,-31.471(S),131.825(E),,
Small,YYAL,,YLG,Yalgoo,Yalgoo Airport,-28.355(S),116.684(E),,
Small,YYMI,,XMY,Yam Island,Yam Island Airport,-9.901(S),142.776(E),,1
Closed,YYLR,,KYF,Yeelirrie,Yeelirrie Airport,-27.277(S),120.096(E),,
Small,YWGM,,,York,White Gum Air Park,-31.864(S),116.936(E),,
Small,YYKI,,OKR,Yorke Island,Yorke Island Airport,-9.753(S),143.406(E),,1
